,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
44086,44063,Australia,South Australia,South Australia,Tatachilla,Tatachilla 2000 Breakneck Creek Shiraz (South Australia),Shiraz,9.0,88,Joe Czerwinski,"This is a thick, ripe Aussie red in which you can stand up a fork. The bold blackberry, vanilla, black pepper and dark earth flavors are not about finesse or elegance; this is stick-to-your-ribs stuff. Best Buy. —J.C.",Breakneck Creek,@JoeCz
44568,44542,Australia,South Australia,McLaren Vale,Cape Barren,Cape Barren 2010 Old Vine Reserve Release Shiraz (McLaren Vale),Shiraz,43.0,90,Joe Czerwinski,"This blends fruit from two vineyards, one 80-plus years old, the other 120-plus, then adds ample oak. Cedar, vanilla and plum lead the way, with brighter notes of raspberry emerging with time in the glass. It's not overly extracted or tannic, with a slight creaminess to the texture and an admirably long, supple finish. Drink now–2025.",Old Vine Reserve Release,@JoeCz
44569,44543,Australia,South Australia,Langhorne Creek,Killibinbin,Killibinbin 2013 Sneaky Shiraz (Langhorne Creek),Shiraz,15.0,90,Joe Czerwinski,"This is a supple, creamy-textured Shiraz to enjoy through 2020. Red-fruit notes of strawberry and raspberry marry easily with dark hints of plum and mocha, then linger gently on the finish.",Sneaky,@JoeCz
44851,44826,Australia,South Australia,South Australia,Nelwood Wines,Nelwood Wines 2004 Nelwood Station Bulldozer Red (South Australia),Red Blend,12.0,86,Joe Czerwinski,"You might not know it from the name, but this is a bit of a critter wine, as Bulldozer is a nickname for the hairy-nosed wombat. In any event, it's a step up from much of the competition, offering sturdy cassis flavors tinged with pepper and herbs and a clean, mouthwatering finish. Imported by MHW, Ltd.",Nelwood Station Bulldozer,@JoeCz
45055,45031,Australia,South Australia,McLaren Vale,Angove,Angove 2012 The Medhyk Old Vine Shiraz (McLaren Vale),Shiraz,95.0,94,Joe Czerwinski,"A tip of the cap to the Angove family for turning out such an ageworthy wine. It's packed and stacked with mulberry fruit, lashings of vanilla and just a hint of mint. Full-bodied and tannic, it should drink well from 2020–2030.",The Medhyk Old Vine,@JoeCz
45099,45074,Australia,South Australia,Barossa,Jacob's Creek,Jacob's Creek 2006 Steingarten Riesling (Barossa),Riesling,28.0,87,Joe Czerwinski,"Always difficult to evaluate young, Steingarten Rieslings typically take several years to even begin opening up and revealing their true charms. This one is bone-dry and medium-bodied, offering austere mineral and lime aromas and flavors. Cellaring through 2015 will undoubtedly be rewarded, and perhaps this rating will appear stingy at that time.",Steingarten,@JoeCz
45194,45169,Australia,Western Australia,Margaret River,Xanadu,Xanadu 2007 Next of Kin Shiraz (Margaret River),Shiraz,13.0,85,Joe Czerwinski,"A simple, fruity quaffer, this is almost confected in its rush of red currants and cherries, yet stays balanced thanks to crisp acidity and a clean, fresh finish. Drink it over the next year or two.",Next of Kin,@JoeCz
45306,45282,Australia,South Australia,Coonawarra,Penley Estate,Penley Estate 2006 Reserve Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,50.0,92,Joe Czerwinski,"Penley's Reserve Cabernet sees 100% new French oak, but handles it well, blending coffee and brown sugar elements with fruitier notes of plum and a hint of mint. It's full-bodied and lushly textured, with smoky, cedary oak wrapped around a core of dark fruit. Drink now–2016.",Reserve,@JoeCz
45382,45358,Australia,Victoria,Victoria,Tournon by Michel Chapoutier,Tournon by Michel Chapoutier 2015 Mathilda Rosé (Victoria),Rosé,15.0,88,Joe Czerwinski,"Paler than typical for Australian rosés, this is more in the style of southern France. It's light to medium in weight, with a crisp, refreshing feel and bright berry and lime zest flavors. Drink now.",Mathilda,@JoeCz
45452,45428,Australia,South Australia,Clarendon,Clarendon Hills,Clarendon Hills 2008 Liandra Syrah (Clarendon),Syrah,60.0,91,Joe Czerwinski,"The 2008 Liandra comes across as slightly more savory than the other Clarendon Hills bottlings, displaying pungent notes of coffee, black olives, scorched earth and cracked pepper. The tannins are supple, giving this medium- to full-bodied wine an easy-drinking smoothness. Drink now–2020.",Liandra,@JoeCz
45490,45466,Australia,Victoria,Yarra Valley,Yarra Yering,Yarra Yering 2010 Dry Red Wine No. 2 Shiraz (Yarra Valley),Shiraz,90.0,93,Joe Czerwinski,"After 21 months in 50% new French oak and a few years in bottle, this Shiraz (it contains traces of Mataro, Viognier and Marsanne) is dominated on the nose by graham crackers and vanilla. The fruit surges forward on the palate, bringing plummy, meaty flavors to the fore. This is fuller bodied than most Yarra Valley Shirazes, with a plush mouthfeel and a long, warm, spicy finish.",Dry Red Wine No. 2,@JoeCz
45494,45470,Australia,Victoria,Heathcote,Jasper Hill,Jasper Hill 2014 Georgia's Paddock Riesling (Heathcote),Riesling,37.0,93,Joe Czerwinski,"This is a dry, fairly full-bodied Riesling that's approachable now, but should hold well through at least 2024. It's fairly dark in hue for a young white wine, with smoky notes of grilled toast, honey and citrus that linger on the lip-smacking finish.",Georgia's Paddock,@JoeCz
45496,45472,Australia,Western Australia,Margaret River,Leeuwin Estate,Leeuwin Estate 2014 Prelude Vineyards Chardonnay (Margaret River),Chardonnay,36.0,93,Joe Czerwinski,"The Art Series' little brother is all grown up and ready to stand on its own as a terrific wine. Toasted hazelnuts accent bold pineapple and ripe citrus flavors in this full-bodied, slightly creamy bottling. It's complete and complex, with a long, zesty finish. Drink now–2020.",Prelude Vineyards,@JoeCz
45688,45661,Australia,New South Wales,Orange,Philip Shaw,Philip Shaw 2007 No. 19 Sauvignon Blanc (Orange),Sauvignon Blanc,20.0,86,Joe Czerwinski,Imported by Lion Nathan USA.,No. 19,@JoeCz
45748,45720,Australia,South Australia,McLaren Vale,Vinaceous,Vinaceous 2013 Snake Charmer Shiraz (McLaren Vale),Shiraz,17.0,90,Joe Czerwinski,"Pretty aromas of blueberries and raspberries adorn the nose, leading into a palate of mixed berries and chocolate. This wine, which is in the medium- to full-bodied category, has a silky mouthfeel, ending in a fine dusting of cocoa powder.",Snake Charmer,@JoeCz
45775,45746,Australia,Victoria,Victoria,Fowles Wine,Fowles Wine 2012 Ladies Who Shoot Their Lunch Shiraz (Victoria),Shiraz,35.0,90,Joe Czerwinski,"This medium-bodied Shiraz isn't as dark or concentrated as many of its brethren, but it still makes for an enjoyable drink. Cracked pepper notes take the lead, followed by modest red-berry fruit and a crisp finish.",Ladies Who Shoot Their Lunch,@JoeCz
45840,45809,Australia,South Australia,Clarendon,Clarendon Hills,Clarendon Hills 2007 Astralis Syrah (Clarendon),Syrah,225.0,95,Joe Czerwinski,"The 2007 Astralis impresses for its combination of power and nuance. It's dark and almost tarry in concentration, but floral and bright at the same time. Layers of dark coffee and earth are balanced by red fruit, and although it's full bodied and rich in texture, the finish introduces delicately herbal, tea-like notes. Best from 2014–2025.",Astralis,@JoeCz
45963,45940,Australia,South Australia,McLaren Vale,D'Arenberg,D'Arenberg 2008 The Dead Arm Shiraz (McLaren Vale),Shiraz,65.0,90,Joe Czerwinski,"Concentrated and intense, this wine features a potent whack of oak on the nose, with dark fruit and mocha overtones. There are enough hints of bright, raspberry-tinged fruit to warrant optimism about its aging trajectory, but at the moment it is dark, heavy and slightly scorched. Try after 2017.",The Dead Arm,@JoeCz
46066,46042,Australia,South Australia,McLaren Vale,Gemtree,Gemtree 2016 Luna de Fresca Biodynamic Tempranillo Rosé (McLaren Vale),Rosé,19.0,88,Joe Czerwinski,"Tempranillo could be an interesting variety in South Australia going forward. This rosé features hints of sous bois and cherries on the nose, then adds melon and spice notes on the palate. It's plump in the mouth, then finishes on a dry, silky note.",Luna de Fresca Biodynamic Tempranillo,@JoeCz
46237,46212,Australia,South Australia,Barossa,St Hallett,St Hallett 2006 Poacher's Blend Semillon-Sauvignon Blanc (Barossa),Semillon-Sauvignon Blanc,12.0,87,Joe Czerwinski,"There is 8g/L of residual sugar, so some tasters might object to a hint of sweetness, but others will just find it helps to accentuate the wine's fruit-forward nature. Pear and fig flavors pick up some honeyed stone fruit notes on the palate but this is nicely balanced and easy to drink.",Poacher's Blend,@JoeCz
46246,46221,Australia,Australia Other,South Eastern Australia,Hungerford Hill,Hungerford Hill 2005 Fishcage Shiraz-Viognier (South Eastern Australia),Shiraz-Viognier,13.0,87,Joe Czerwinski,"A creamy-textured, medium-bodied wine, this entry-level offering from Hungerford Hill offers scents of coffee and mixed spices alongside earthier notes. Blackberry and pepper flavors fade slowly on the finish, revealing slightly dusty tannins—just enough to cut through the fat of a juicy hamburger.",Fishcage,@JoeCz
46423,46400,Australia,Australia Other,South Eastern Australia,Hardys,Hardys 2006 Nottage Hill Chardonnay (South Eastern Australia),Chardonnay,9.0,85,Joe Czerwinski,"Features an impresive array of tropical fruit aromas and flavors, all delivered in a soft, round, mouthfilling style. It's easy to drink and easy to like. Imported by International Cellars.",Nottage Hill,@JoeCz
46469,46446,Australia,South Australia,Coonawarra,Jim Barry,Jim Barry 2009 The Cover Drive Cabernet Sauvignon (Coonawarra),Cabernet Sauvignon,20.0,89,Joe Czerwinski,"This richly textured Coonawarra Cabernet displays typical notes of cassis, accented by ample cedar and mocha shadings. It's fairly full bodied, with a long, velvety finish; drink it over the next 4–5 years.",The Cover Drive,@JoeCz
46481,46459,Australia,South Australia,South Australia,Woop Woop,Woop Woop 2009 The Chook Shiraz-Viognier (South Australia),Shiraz-Viognier,19.0,89,Joe Czerwinski,"A charmingly complex medium-weight red, with raspberry fruit, peppery spice and dark chocolate notes all coated in a soft, fine dusting of tannins. Drink now–2014.",The Chook,@JoeCz
46620,46617,Australia,Victoria,Murray-Darling,Tall Poppy,Tall Poppy 2005 Merlot - Cabernet Sauvignon - Shiraz Red (Murray-Darling),Red Blend,13.0,84,Joe Czerwinski,"A medium-bodied red blend that will go with just about anything a weeknight meat-based dinner might entail, this wine offers hints of smoke and charred wood to go with plummy fruit and a tart, tangy finish. Drink now.",Merlot - Cabernet Sauvignon - Shiraz,@JoeCz
46624,46602,Australia,South Australia,Barossa,Grant Burge,Grant Burge 2009 Miamba Shiraz (Barossa),Shiraz,28.0,92,Joe Czerwinski,"This full-bodied, creamy-textured Shiraz from the Lyndoch subregion of the Barossa starts off with vanilla, raspberries and a dusting of confectioner's sugar, but turns darker and more savory with air, adding dark berry and hickory notes. The long finish is richly textured, yet simultaneously marked by crisp acids.",Miamba,@JoeCz
46637,46615,Australia,Victoria,Heathcote,Jasper Hill,Jasper Hill 2004 Emily's Paddock Shiraz-Cabernet Franc Red (Heathcote),Red Blend,125.0,84,Joe Czerwinski,"Herbal, peppery and high-toned, with hairspray notes that detract from the ample blackberry and plum flavors. Disappointing.",Emily's Paddock Shiraz-Cabernet Franc,@JoeCz
46763,46741,Australia,South Australia,Langhorne Creek,Bleasdale,Bleasdale 2008 Langhorne Crossing Red (Langhorne Creek),Red Blend,10.0,87,Joe Czerwinski,"Impressively silky for the price, this blend of Cabernet Sauvignon (53%), Shiraz (35%), Petit Verdot (7%) and Malbec (5%) is a bargain that should be easy enough to find, with 10,000 cases imported. Toasty oak and vanilla notes frame mixed berries and olives, marrying sweet and savory elements into a pleasing, medium-bodied red for early consumption.",Langhorne Crossing,@JoeCz
46806,46784,Australia,South Australia,Barossa Valley,Dutschke,Dutschke 2006 Four Vineyards Gods Hill Road Lyndoch Shiraz (Barossa Valley),Shiraz,30.0,91,Joe Czerwinski,"Hews closely to the Dutschke style: Full and soft, with slightly jammy dark cherry-berry notes accented by cedar and Mexican chocolate. This is a velvety, immediately accessible Shiraz for relatively early drinking, delivered at a remarkably fair price.",Four Vineyards Gods Hill Road Lyndoch,@JoeCz
46810,46788,Australia,South Australia,Clarendon,Clarendon Hills,Clarendon Hills 2007 Hickinbotham Syrah (Clarendon),Syrah,75.0,91,Joe Czerwinski,"The 2007 Hickinbotham comes across as tight and in need of additional cellaring. Right now, it's showing only some subtle oak and spice framing dark fruit and earthy, savory notes. With its apparent richness and depth, give it until 2015 or so to come around, then drink it over the next 10 years.",Hickinbotham,@JoeCz
46902,46879,Australia,South Australia,McLaren Vale,Fox Creek,Fox Creek 2013 Reserve Shiraz (McLaren Vale),Shiraz,83.0,94,Joe Czerwinski,"Fresh mint and cracked pepper accent dark plummy fruit on the nose, picking up hints of dark chocolate and black olive on the palate. It's full bodied, creamy in feel and loaded with supple tannins, which make the wine approachable now, but should sustain it through at least 2025.",Reserve,@JoeCz
46914,46891,Australia,Western Australia,Margaret River,Vasse Felix,Vasse Felix 2015 Heytesbury Chardonnay (Margaret River),Chardonnay,69.0,94,Joe Czerwinski,"Winemaker Virginia Willcock has taken Vasse Felix's top Chardonnay to extraordinary heights this year. Chardonnay yields in the region were down, and this wine reflects an extra level of concentration and power as a result. Grilled peaches and tangerines provide ample flesh, yet the wine remains focused and refreshing through the long, mouthwatering finish. Drink now–2025.",Heytesbury,@JoeCz
46939,46915,Australia,Tasmania,Tasmania,Jansz,Jansz 2010 Vintage Cuvée Sparkling (Tasmania),Sparkling Blend,44.0,93,Joe Czerwinski,"This rivals good Champagne in its toasty, buttery-brioche richness, then adds cashew and citrus for an assertive blast of balanced flavor. Drink this fine vintage sparkler over the next 10 years or so.",Vintage Cuvée,@JoeCz
