,index,country,province,region_1,winery,title,variety,price,points,taster_name,description,designation,taster_twitter_handle
6358,6314,Italy,Tuscany,Chianti Classico,Natale Verga,Natale Verga 2010 Riserva  (Chianti Classico),Sangiovese,20.0,83,Kerin O’Keefe,"At the start the wine shows leafy aromas and a hint of burned rubber that eventually burns off. The lean palate is evolved, and while you can still detect a note of stewed prune, most of the fruit has dried up. It ends on a bitter, drying note of astringent tannins.",Riserva,@kerinokeefe
6359,6315,Italy,Veneto,Valdobbiadene Prosecco Superiore,Andreola,Andreola 2016 Dirupo Brut  (Valdobbiadene Prosecco Superiore),Glera,19.0,92,Kerin O’Keefe,"Fresh and balanced, this bright savory sparkler delivers mouthfuls of green apple, white peach and lemon peel. Crisp acidity keeps it refreshing while a soft mousse gives it plenty of finesse. It has a dry juicy finish.",Dirupo Brut,@kerinokeefe
6366,6321,Italy,Veneto,Valdobbiadene Prosecco Superiore,Nino Franco,Nino Franco 2016 Primo Franco Dry  (Valdobbiadene Prosecco Superiore),Glera,29.0,91,Kerin O’Keefe,"One of the denomination's benchmark bottlings, this fresh yet creamy off-dry sparkler opens with alluring scents of apple, exotic fruit and white peach that carry over to the silky palate along with candied citrus zest. Crisp acidity brightens the rich flavors and creates a refreshing finish.",Primo Franco Dry,@kerinokeefe
6382,6337,Italy,Veneto,Valdobbiadene Prosecco Superiore,La Tordera,La Tordera 2016 Oltreval Rive di Guia Zero  (Valdobbiadene Prosecco Superiore),Glera,23.0,91,Kerin O’Keefe,"Enticing scents of honeysuckle, jasmine and orchard fruit mingle together while the bone-dry savory palate offers apple, pear and tangerine. An elegant perlage and vibrant acidity lend finesse and freshness while a hint of thyme closes the crisp finish.",Oltreval Rive di Guia Zero,@kerinokeefe
6400,6355,Italy,Sicily & Sardinia,Vermentino di Gallura,Vigne Surrau,Vigne Surrau 2014 Sciala Superiore  (Vermentino di Gallura),Vermentino,23.0,93,Kerin O’Keefe,"Creamy and delicious, this beautiful white offers aromas and flavors of juicy pear, ripe green apple, white almond, sea salt, wild herb and ginger. Fresh acidity brightens the creamy flavors.",Sciala Superiore,@kerinokeefe
6409,6364,Italy,Piedmont,Barbaresco,Albino Rocca,Albino Rocca 2012 Ovello Vigna Loreto  (Barbaresco),Nebbiolo,55.0,93,Kerin O’Keefe,"This wine opens with a lovely fragrance of violet, iris, wild berry, licorice and a whiff of leather. The smooth palate doles out ripe wild cherry, cinnamon, clove, white pepper, tobacco and anise. It's impeccably balanced, with glossy tannins and fresh acidity. Already drinking beautifully, it will also age well for several years.",Ovello Vigna Loreto,@kerinokeefe
6414,6369,Italy,Piedmont,Barolo,Cavalier Bartolomeo,Cavalier Bartolomeo 2011 Altenasso  (Barolo),Nebbiolo,85.0,93,Kerin O’Keefe,"This offers typical Nebbiolo aromas of dark red berry, blue flower, truffle and a whiff of game along with a balsamic note. The young palate is still tight but shows dried black cherry, clove, black pepper and tobacco while firm, fine-grained give it a solid grip. Chopped mint closes the finish.",Altenasso,@kerinokeefe
6420,6375,Italy,Veneto,Veneto,Famiglia Cielo,Famiglia Cielo 2015 Appassionatamente Rosso Red (Veneto),Red Blend,17.0,87,Kerin O’Keefe,"A blend of Merlot, Corvina and Sangiovese, this opens with aromas of dark berry and a hint of cooking spice. The straightforward palate presents crushed black plum and clove alongside round tannins. Enjoy soon.",Appassionatamente Rosso,@kerinokeefe
6432,6387,Italy,Veneto,Prosecco,De Stefani,De Stefani 2015 Nature  (Prosecco),Glera,22.0,86,Kerin O’Keefe,"Aromas of white spring flower, orchard fruit and citrus spill out of the glass. The fun lively palate delivers ripe yellow peach and green apple alongside a foaming mousse.",Nature,@kerinokeefe
6442,6397,Italy,Veneto,Valdobbiadene Superiore di Cartizze,Valdo,Valdo NV Cuvée Viviana  (Valdobbiadene Superiore di Cartizze),Glera,28.0,86,Kerin O’Keefe,"Aromas of green apple, Bartlett pear, citrus and sage lead into the lightly sparkling palate. Fresh acidity lifts the rich flavors.",Cuvée Viviana,@kerinokeefe
6530,6484,Italy,Central Italy,Montepulciano d'Abruzzo,Montefrasco,Montefrasco 2015 Montefresco  (Montepulciano d'Abruzzo),Montepulciano,11.0,83,Kerin O’Keefe,"This extremely simple red has aromas recalling dark-skinned fruit and leather. The lean diluted palate shows suggestions of sour cherry, dried plum and a hint of dark spice alongside fleeting tannins.",Montefresco,@kerinokeefe
6724,6679,Italy,Piedmont,Langhe,Gaja,Gaja 2011 Costa Russi Red (Langhe),Red Blend,500.0,93,Kerin O’Keefe,"Surprisingly bright for the vintage and displaying Gaja's trademark elegance, this offers aromas of blue flower, perfumed berry, cake spices and a whiff of leather. The ripe palate delivers mature black cherry layered with white pepper and cinnamon alongside supple tannins. Drink 2016–2026.",Costa Russi,@kerinokeefe
6728,6683,Italy,Piedmont,Barolo,Viberti,Viberti 2007 San Pietro Riserva  (Barolo),Nebbiolo,105.0,93,Kerin O’Keefe,"Balsamic aromas of menthol and eucalyptus unfold in the glass and mingle with scents of leather, licorice and dark berry. The concentrated palate delivers dried black cherry, crushed raspberry, black pepper and grilled herb alongside velvety tannins. Drink 2015–2022.",San Pietro Riserva,@kerinokeefe
6734,6689,Italy,Piedmont,Barbaresco,Poderi Colla,Poderi Colla 2011 Roncaglie  (Barbaresco),Nebbiolo,70.0,93,Kerin O’Keefe,"This opens with a classic Nebbiolo fragrance of red rose, leather, perfumed wild berries, forest floor and a hint of menthol. On the palate, white pepper, mint, thyme and eucalyptus notes add depth to the mouthwatering wild cherry and ripe raspberry flavors. It's still young, with a firm, tannic backbone balanced with just enough fresh acidity. Drink 2018–2026.",Roncaglie,@kerinokeefe
6737,6692,Italy,Piedmont,Barbaresco,Rizzi,Rizzi 2011 Nervo  (Barbaresco),Nebbiolo,49.0,93,Kerin O’Keefe,"Blue flower, ripe berry, baking spice and mint aromas lead the nose on this full-bodied, elegant wine. The palate delivers juicy black cherry, crushed raspberry, cinnamon, licorice and mineral alongside firm, ripe tannins. It's young but already displays a great combination of structure and finesse.",Nervo,@kerinokeefe
6739,6694,Italy,Piedmont,Barbaresco,Sottimano,Sottimano 2011 Pajorè  (Barbaresco),Nebbiolo,58.0,93,Kerin O’Keefe,"Ripe and delicious, this starts off with aromas of fresh violet, rose, perfumed berry, exotic spice and tilled earth. It's still young but the palate already delivers a great depth of flavors including juicy black cherry, crushed raspberry, clove and black pepper alongside chewy tannins. Drink 2016 to 2021.",Pajorè,@kerinokeefe
6741,6696,Italy,Tuscany,Cortona,La Braccesca,La Braccesca 2009 Bramasole Syrah (Cortona),Syrah,53.0,91,Kerin O’Keefe,"Aromas of mature black fruit, tobacco, allspice and mocha unfold in the glass along with a note of tilled earth. The opulent palate offers blackberry extract, dried plum, licorice and chocolate while velvety tannins provide support and give it a smooth texture. Drink through 2019.",Bramasole,@kerinokeefe
6759,6713,Italy,Piedmont,Barolo,Deltetto,Deltetto 2011 Bussia  (Barolo),Nebbiolo,53.0,91,Kerin O’Keefe,"Intense mint, menthol, ripe berry and dark spice aromas lead the nose. The palate offers dried black cherry mature raspberry, mint, thyme and clove alongside bracing tannins. Give this a few more years to reach its full potential. Drink after 2018.",Bussia,@kerinokeefe
6762,6716,Italy,Tuscany,Costa Toscana,Duemani,Duemani 2012 Altrovino Red (Costa Toscana),Red Blend,40.0,91,Kerin O’Keefe,"A blend of bio-dynamically grown Merlot and Cabernet Franc, this opens with aromas of ripe black fruit, blue flowers, espresso, grilled herbs and baking spice. The bright palate delivers blackberry extract, spiced blueberry, tobacco, coffee, sage and licorice. Firm tannins provide the framework. Drink 2016–2022.",Altrovino,@kerinokeefe
6797,6750,Italy,Tuscany,Brunello di Montalcino,Fattoria La Lecciaia,Fattoria La Lecciaia 2009 Vigna Manapetra  (Brunello di Montalcino),Sangiovese,48.0,89,Kerin O’Keefe,"This wine offers aromas of underbrush, meat juices and farmyard together with notes of overripe red berries. The palate delivers wild cherry accented with almost-sugary sweet vanilla extract sensations, mocha and cinnamon-spice alongside assertive tannins that carry through to the drying finish. Drink 2015–2019.",Vigna Manapetra,@kerinokeefe
6800,6753,Italy,Tuscany,Bolgheri,Giovanni Chiappini,Giovanni Chiappini 2012 Ferruggini  (Bolgheri),Red Blend,18.0,89,Kerin O’Keefe,"A charming blend of 70% Sangiovese and 30% Cabernet Sauvignon, it leads with aromas of wet soil, blue flower, black berries and a whiff of exotic spices. The juicy palate delivers a core of black cherry and raspberry accented with notes of white pepper alongside ripe, smooth tannins. Soft and delicious, it's made for easy-drinking enjoyment. Drink now. Lyra Wine, The Shepherd Company.",Ferruggini,@kerinokeefe
6902,6854,Italy,Veneto,Valdobbiadene Prosecco Superiore,Bellenda,Bellenda 2016 Miravel Extra Dry  (Valdobbiadene Prosecco Superiore),Glera,20.0,89,Kerin O’Keefe,"Delicate scents evoking jasmine, citrus and exotic fruit mingle together on this creamy sparkler. On the off-dry palate, crisp acidity and persistent bubbles lift white peach, yellow pear and candied nectarine.",Miravel Extra Dry,@kerinokeefe
6903,6855,Italy,Veneto,Valdobbiadene Prosecco Superiore,Bortolomiol,Bortolomiol 2015 Grand Cuvée del Fondatore Motus Vitae Rive San Pietro di Barbozza Brut Nature  (Valdobbiadene Prosecco Superiore),Glera,26.0,89,Kerin O’Keefe,"Aromas of white flower, crushed rock and pear lift out of the glass. Dry and refreshing, the palate offers yellow apple, acacia and a hint of citrus alongside crisp acidity.",Grand Cuvée del Fondatore Motus Vitae Rive San Pietro di Barbozza Brut Nature,@kerinokeefe
6907,6859,Italy,Veneto,Valdobbiadene Prosecco Superiore,Terre di San Venanzio Fortunato,Terre di San Venanzio Fortunato NV Extra Dry  (Valdobbiadene Prosecco Superiore),Glera,19.0,89,Kerin O’Keefe,Green apple and honeysuckle aromas follow through to the fresh polished palate along with nectarine drop and white peach. Bright acidity lifts the rich flavors while a creamy mousse lends finesse.,Extra Dry,@kerinokeefe
6923,6874,Italy,Veneto,Valdobbiadene Prosecco Superiore,Le Colture,Le Colture NV Fagher Brut  (Valdobbiadene Prosecco Superiore),Glera,18.0,89,Kerin O’Keefe,"Creamy and crisp, this boasts enticing scents of hawthorn and black locust flower while the tangy palate evokes tangerine, white peach and green apple. Vibrant acidity brightens the fruit flavors.",Fagher Brut,@kerinokeefe
6940,6893,Italy,Northeastern Italy,Alto Adige,Erste Neue,Erste Neue 2014 Classic Sauvignon (Alto Adige),Sauvignon,18.0,87,Kerin O’Keefe,"Varietal aromas of tomato vine, elderflower, gooseberry and citrus lead the nose and follow through to the palate along with grapefruit, sage and mineral. Racy acidity leaves a crisp finish.",Classic,@kerinokeefe
6941,6894,Italy,Northeastern Italy,Collio,Fiegl,Fiegl 2013 Leopold White (Collio),White Blend,24.0,87,Kerin O’Keefe,"Aromas of white flower, crushed herb, fennel and cut grass emerge on this vibrant white. The bright palate shows citrus zest, mint and mineral alongside crisp acidity.",Leopold,@kerinokeefe
6947,6900,Italy,Northeastern Italy,Alto Adige,Meran,Meran 2014 Graf von Meran Kerner (Alto Adige),Kerner,20.0,87,Kerin O’Keefe,"Pronounced aromas of citrus and yellow stone fruit take center stage. The palate offers nectarine zest, unripe apricot and a hint of chopped herb alongside crisp acidity.",Graf von Meran,@kerinokeefe
6948,6901,Italy,Northeastern Italy,Trentino,Mezzacorona,Mezzacorona 2014 Riserva Pinot Grigio (Trentino),Pinot Grigio,19.0,87,Kerin O’Keefe,"This opens with delicate aromas of white peach, vanilla and toasted oak that carry over to the palate along with candied lemon drop and apple. Zesty acidity gives it a tangy finish.",Riserva,@kerinokeefe
6963,6917,Italy,Veneto,Soave Classico,Gini,Gini 2013 La Froscà  (Soave Classico),Garganega,29.0,93,Kerin O’Keefe,"Year in year out, this wine is always one of the best Soaves and the 2013 is no exception. Elegant and impeccably balanced with vibrant acidity, it delivers crisp yellow apple, Bartlett pear, creamy white peach, almond and lemon zest sensations. Notes of saline and energizing mineral close the lingering finish. Drink through 2020.",La Froscà,@kerinokeefe
7010,6963,Italy,Veneto,Valpolicella Superiore,Santi,Santi 2015 Ventale  (Valpolicella Superiore),Red Blend,14.0,86,Kerin O’Keefe,"Aromas of black plum, vanilla and a whiff underbrush lead the nose. Made with 80% Corvina, 10% Corvinone and 10% Rondinella, the light-bodied palate shows blackberry jam, clove and a hint of cocoa alongside loose-knit tannins. Drink soon.",Ventale,@kerinokeefe
7040,6994,Italy,Piedmont,Langhe,Monchiero Carbone,Monchiero Carbone 2012 Sire Nebbiolo (Langhe),Nebbiolo,20.0,89,Kerin O’Keefe,"This bright, medium-bodied red opens with aromas of underbrush, rose, violet and ripe berry. The lively palate offers juicy dark cherry, black raspberry, orange peel and a hint of baking spice alongside fresh acidity and lithe tannins.",Sire,@kerinokeefe
7053,7007,Italy,Piedmont,Barbaresco,Elvio Cogno,Elvio Cogno 2011 Bordini  (Barbaresco),Nebbiolo,47.0,89,Kerin O’Keefe,"Intense aromas recall forest floor, tobacco, dark berry and grilled herb. The structured palate offers dried black cherry, licorice, black pepper and balsamic notes alongside big, brooding tannins. The warmth of alcohol shows on the midpalate.",Bordini,@kerinokeefe
7057,7011,Italy,Central Italy,Lambrusco Grasparossa di Castelvetro,Cleto Chiarli,Cleto Chiarli 2013 Vigneto Cialdini  (Lambrusco Grasparossa di Castelvetro),Lambrusco Grasparossa,16.0,89,Kerin O’Keefe,"Aromas suggest violet, black plum, crushed black cherry and wild strawberry. The intense fruit sensations carry over to the palate with a note of white pepper, while robust but fine tannins lend structure.",Vigneto Cialdini,@kerinokeefe
7117,7069,Italy,Piedmont,Barbera d'Alba,Costa di Bussia,Costa di Bussia 2011 Vigna Campo del Gatto  (Barbera d'Alba),Barbera,30.0,84,Kerin O’Keefe,"Aromas of scorched earth, game, burned rubber and a funky whiff of barnyard waft out of the glass and carry over to the dense palate along with raisin, fig, licorice and a gamy note. It's rustic and extremely evolved with an abrupt, bitter finish.",Vigna Campo del Gatto,@kerinokeefe
7148,7100,Italy,Veneto,Valdobbiadene Prosecco Superiore,De Faveri,De Faveri 2014 GeG  (Valdobbiadene Prosecco Superiore),Glera,31.0,87,Kerin O’Keefe,"Aromas of spring flowers and fresh orchard fruit lead the nose on this bright, fun sparkler. The palate doles out green apple, pear and citrus alongside zesty acidity and invigorating bubbles.",GeG,@kerinokeefe
7151,7103,Italy,Italy Other,Vino Spumante,Dorigo,Dorigo NV Blanc de Blancs Pas Dosé Metodo Classico Chardonnay (Vino Spumante),Chardonnay,32.0,87,Kerin O’Keefe,"Made with 100% Chardonnay, this sparkler opens with aromas of yellow apple, toasted nut and breadcrumb. The bright palate offers pear, citrus and walnut alongside small, vivacious bubbles.",Blanc de Blancs Pas Dosé Metodo Classico,@kerinokeefe
7166,7118,Italy,Veneto,Valdobbiadene Prosecco Superiore,La Gioiosa,La Gioiosa NV Extra Dry  (Valdobbiadene Prosecco Superiore),Glera,18.0,87,Kerin O’Keefe,"This opens with aromas of spring flowers, tropical fruit and a whiff of peach. The vibrant palate delivers creamy Granny Smith apple, underripe pear and a citrus note alongside bright acidity and a creamy mousse.",Extra Dry,@kerinokeefe
